scholarship_id,scheme_name,provider,min_age,max_age,max_income,category,education_level,benefit_amount,deadline_date,application_link,documents_required,state,priority_score
4029,Excellence Scholarship 4029,Central Govt,12,18,350000.0,General,UG,47148,2026-05-06,https://scholarships.gov.in/scheme/4029,Bank Details; Aadhaar,Delhi,0.2
4030,Merit Scholarship 4030,State Govt,16,19,800000.0,SC,School,92774,2026-09-11,https://scholarships.gov.in/scheme/4030,Bank Details; Aadhaar; Caste Certificate; Marksheet,Maharashtra,0.374
4031,Excellence Scholarship 4031,Private Trust,12,23,250000.0,ST,UG,25792,2026-05-21,https://scholarships.gov.in/scheme/4031,Caste Certificate; Aadhaar,All India,0.111
4032,Excellence Scholarship 4032,Private Trust,11,34,800000.0,OBC,PG,36254,2026-05-21,https://scholarships.gov.in/scheme/4032,Caste Certificate; Income Certificate,Maharashtra,0.153
4033,Post Matric Scholarship 4033,Central Govt,17,27,350000.0,OBC,UG,97878,2026-06-02,https://scholarships.gov.in/scheme/4033,Bank Details; Income Certificate; Aadhaar,All India,0.398
4034,Minority Scholarship 4034,Central Govt,10,14,350000.0,SC,School,36916,2026-08-01,https://scholarships.gov.in/scheme/4034,Aadhaar; Income Certificate; Marksheet; Caste Certificate,Delhi,0.151
4035,Rural Development Scholarship 4035,State Govt,15,27,800000.0,OBC,PG,56391,2026-05-29,https://scholarships.gov.in/scheme/4035,Bank Details; Aadhaar; Marksheet,Tamil Nadu,0.232
4036,Post Matric Scholarship 4036,Central Govt,16,33,250000.0,ST,School,29243,2026-05-14,https://scholarships.gov.in/scheme/4036,Marksheet; Caste Certificate,Maharashtra,0.126
4037,Rural Development Scholarship 4037,NGO,11,28,800000.0,General,PG,37615,2026-07-28,https://scholarships.gov.in/scheme/4037,Income Certificate; Aadhaar; Bank Details; Caste Certificate,Delhi,0.154
4038,Women Empowerment Scholarship 4038,State Govt,11,31,100000.0,SC,UG,49989,2026-07-19,https://scholarships.gov.in/scheme/4038,Caste Certificate; Aadhaar,Maharashtra,0.204
4039,Minority Scholarship 4039,Central Govt,16,21,250000.0,General,School,29198,2026-08-19,https://scholarships.gov.in/scheme/4039,Bank Details; Aadhaar; Marksheet; Caste Certificate,All India,0.12
4040,Rural Development Scholarship 4040,Private Trust,12,32,250000.0,General,UG,68012,2026-04-16,https://scholarships.gov.in/scheme/4040,Bank Details; Income Certificate; Marksheet; Aadhaar,Delhi,0.299
4041,Talent Scholarship 4041,State Govt,13,32,250000.0,General,UG,44820,2026-04-06,https://scholarships.gov.in/scheme/4041,Bank Details; Aadhaar,Karnataka,0.259
4042,Rural Development Scholarship 4042,State Govt,10,30,100000.0,OBC,School,88443,2026-08-08,https://scholarships.gov.in/scheme/4042,Bank Details; Income Certificate,Karnataka,0.357
4043,Minority Scholarship 4043,Private Trust,12,23,800000.0,ST,School,72950,2026-05-07,https://scholarships.gov.in/scheme/4043,Marksheet; Bank Details,All India,0.303
4044,Merit Scholarship 4044,Central Govt,17,28,250000.0,SC,School,25697,2026-05-01,https://scholarships.gov.in/scheme/4044,Bank Details; Caste Certificate; Aadhaar,Maharashtra,0.116
4045,Pre Matric Scholarship 4045,State Govt,11,21,100000.0,OBC,PG,25407,2026-05-06,https://scholarships.gov.in/scheme/4045,Income Certificate; Aadhaar; Bank Details; Caste Certificate,Maharashtra,0.113
4046,Excellence Scholarship 4046,NGO,13,33,350000.0,General,School,46457,2026-09-08,https://scholarships.gov.in/scheme/4046,Marksheet; Bank Details; Income Certificate; Aadhaar,Karnataka,0.188
4047,Merit Scholarship 4047,State Govt,12,25,800000.0,OBC,School,36599,2026-06-03,https://scholarships.gov.in/scheme/4047,Marksheet; Income Certificate; Bank Details,All India,0.153
4048,Pre Matric Scholarship 4048,NGO,10,22,500000.0,ST,School,43946,2026-04-26,https://scholarships.gov.in/scheme/4048,Bank Details; Aadhaar; Income Certificate,Tamil Nadu,0.192
4049,Women Empowerment Scholarship 4049,Private Trust,13,23,250000.0,General,School,17600,2026-08-29,https://scholarships.gov.in/scheme/4049,Marksheet; Aadhaar,Tamil Nadu,0.073
4050,Minority Scholarship 4050,State Govt,15,34,100000.0,All,PG,26734,2026-09-12,https://scholarships.gov.in/scheme/4050,Caste Certificate; Income Certificate; Aadhaar,Maharashtra,0.109
4051,Minority Scholarship 4051,Private Trust,16,28,800000.0,General,PG,76252,2026-07-23,https://scholarships.gov.in/scheme/4051,Caste Certificate; Aadhaar; Bank Details; Income Certificate,All India,0.309
4052,Post Matric Scholarship 4052,State Govt,12,33,500000.0,General,UG,8960,2026-08-14,https://scholarships.gov.in/scheme/4052,Aadhaar; Bank Details; Income Certificate; Caste Certificate,Maharashtra,0.039
4053,Talent Scholarship 4053,State Govt,13,29,100000.0,ST,PG,45375,2026-05-04,https://scholarships.gov.in/scheme/4053,Caste Certificate; Bank Details,All India,0.194
4054,Merit Scholarship 4054,NGO,16,25,500000.0,General,UG,10546,2026-07-24,https://scholarships.gov.in/scheme/4054,Marksheet; Bank Details; Income Certificate,All India,0.046
4055,Education Support Scholarship 4055,Central Govt,12,32,250000.0,SC,School,30003,2026-05-30,https://scholarships.gov.in/scheme/4055,Aadhaar; Income Certificate; Caste Certificate; Bank Details,Maharashtra,0.127
4056,Education Support Scholarship 4056,State Govt,13,30,100000.0,General,UG,6547,2026-05-31,https://scholarships.gov.in/scheme/4056,Caste Certificate; Income Certificate,Karnataka,0.033
4057,Rural Development Scholarship 4057,Central Govt,13,34,100000.0,ST,PG,37601,2026-09-05,https://scholarships.gov.in/scheme/4057,Aadhaar; Marksheet,All India,0.153
4058,Talent Scholarship 4058,Central Govt,10,17,250000.0,OBC,UG,44108,2026-04-25,https://scholarships.gov.in/scheme/4058,Aadhaar; Marksheet,All India,0.193
4059,Rural Development Scholarship 4059,NGO,15,17,800000.0,All,UG,36266,2026-08-21,https://scholarships.gov.in/scheme/4059,Aadhaar; Income Certificate; Caste Certificate; Bank Details,Karnataka,0.148
4060,Post Matric Scholarship 4060,State Govt,12,30,250000.0,General,PG,66014,2026-09-04,https://scholarships.gov.in/scheme/4060,Income Certificate; Bank Details,Maharashtra,0.267
4061,Talent Scholarship 4061,State Govt,14,29,500000.0,OBC,School,50012,2026-09-11,https://scholarships.gov.in/scheme/4061,Marksheet; Caste Certificate; Aadhaar; Income Certificate,Karnataka,0.203
4062,Women Empowerment Scholarship 4062,State Govt,11,13,100000.0,All,UG,19071,2026-04-19,https://scholarships.gov.in/scheme/4062,Aadhaar; Caste Certificate; Income Certificate; Marksheet,Maharashtra,0.099
4063,Women Empowerment Scholarship 4063,Private Trust,14,17,250000.0,ST,PG,40552,2026-06-02,https://scholarships.gov.in/scheme/4063,Marksheet; Income Certificate; Aadhaar; Bank Details,Karnataka,0.169
4064,Women Empowerment Scholarship 4064,State Govt,17,34,800000.0,All,UG,39568,2026-05-13,https://scholarships.gov.in/scheme/4064,Aadhaar; Bank Details; Caste Certificate,All India,0.168
4065,Merit Scholarship 4065,State Govt,17,32,800000.0,ST,PG,9923,2026-09-14,https://scholarships.gov.in/scheme/4065,Bank Details; Aadhaar,Karnataka,0.042
4066,Higher Education Scholarship 4066,NGO,11,31,250000.0,OBC,UG,80799,2026-06-26,https://scholarships.gov.in/scheme/4066,Caste Certificate; Aadhaar,Tamil Nadu,0.328
4067,Excellence Scholarship 4067,State Govt,11,24,500000.0,OBC,PG,5000,2026-05-26,https://scholarships.gov.in/scheme/4067,Income Certificate; Bank Details,All India,0.027
4068,Education Support Scholarship 4068,Private Trust,15,29,500000.0,OBC,PG,101210,2026-07-01,https://scholarships.gov.in/scheme/4068,Caste Certificate; Bank Details; Aadhaar,Delhi,0.409
4069,Talent Scholarship 4069,Central Govt,17,27,500000.0,General,School,97399,2026-07-10,https://scholarships.gov.in/scheme/4069,Income Certificate; Caste Certificate; Marksheet; Bank Details,Karnataka,0.437
4070,Pre Matric Scholarship 4070,Private Trust,11,22,250000.0,ST,PG,68211,2026-08-22,https://scholarships.gov.in/scheme/4070,Caste Certificate; Aadhaar,Tamil Nadu,0.276
4071,Higher Education Scholarship 4071,Private Trust,12,15,800000.0,General,School,26927,2026-08-11,https://scholarships.gov.in/scheme/4071,Marksheet; Bank Details,Karnataka,0.111
4072,Excellence Scholarship 4072,Private Trust,14,23,500000.0,ST,School,5000,2026-08-12,https://scholarships.gov.in/scheme/4072,Income Certificate; Marksheet; Aadhaar,Tamil Nadu,0.023
4073,Post Matric Scholarship 4073,State Govt,11,25,250000.0,General,School,5000,2026-04-22,https://scholarships.gov.in/scheme/4073,Bank Details; Income Certificate,Delhi,0.039
4074,Post Matric Scholarship 4074,Central Govt,13,33,500000.0,General,UG,105749,2026-08-05,https://scholarships.gov.in/scheme/4074,Bank Details; Income Certificate; Marksheet,Karnataka,0.426
4075,Rural Development Scholarship 4075,Private Trust,15,28,250000.0,General,UG,52659,2026-04-08,https://scholarships.gov.in/scheme/4075,Bank Details; Marksheet; Caste Certificate,Karnataka,0.268
4076,Excellence Scholarship 4076,Central Govt,17,28,,OBC,PG,15257,2026-05-22,https://scholarships.gov.in/scheme/4076,Aadhaar; Marksheet,Karnataka,0.069
4077,Excellence Scholarship 4077,State Govt,17,28,800000.0,All,School,22397,2026-07-05,https://scholarships.gov.in/scheme/4077,Aadhaar; Marksheet,Delhi,0.094
4078,Women Empowerment Scholarship 4078,Private Trust,17,22,100000.0,OBC,UG,42301,2026-04-07,https://scholarships.gov.in/scheme/4078,Marksheet; Caste Certificate; Bank Details; Income Certificate,Tamil Nadu,0.236
4079,Education Support Scholarship 4079,Private Trust,10,32,500000.0,All,UG,5000,2026-09-26,https://scholarships.gov.in/scheme/4079,Income Certificate; Bank Details; Aadhaar; Marksheet,Karnataka,0.022
4080,Education Support Scholarship 4080,Private Trust,12,20,350000.0,All,School,43966,2026-06-10,https://scholarships.gov.in/scheme/4080,Aadhaar; Caste Certificate; Marksheet; Income Certificate,Karnataka,0.182
4081,Women Empowerment Scholarship 4081,Central Govt,17,24,250000.0,SC,PG,5000,2026-05-15,https://scholarships.gov.in/scheme/4081,Income Certificate; Caste Certificate,Delhi,0.029
4082,Merit Scholarship 4082,NGO,11,31,350000.0,SC,PG,46950,2026-05-10,https://scholarships.gov.in/scheme/4082,Bank Details; Marksheet; Aadhaar,All India,0.198
4083,Rural Development Scholarship 4083,Central Govt,10,20,500000.0,General,UG,5000,2026-06-07,https://scholarships.gov.in/scheme/4083,Aadhaar; Income Certificate; Bank Details; Marksheet,Tamil Nadu,0.026
4084,Rural Development Scholarship 4084,State Govt,13,30,500000.0,General,UG,37385,2026-05-27,https://scholarships.gov.in/scheme/4084,Caste Certificate; Income Certificate; Bank Details,All India,0.157
4085,Higher Education Scholarship 4085,Private Trust,15,25,250000.0,SC,PG,51085,2026-06-14,https://scholarships.gov.in/scheme/4085,Bank Details; Caste Certificate,Delhi,0.21
4086,Post Matric Scholarship 4086,State Govt,10,33,100000.0,SC,School,49377,2026-08-28,https://scholarships.gov.in/scheme/4086,Bank Details; Marksheet; Aadhaar,Delhi,0.2
4087,Pre Matric Scholarship 4087,State Govt,11,31,800000.0,ST,PG,61595,2026-07-06,https://scholarships.gov.in/scheme/4087,Marksheet; Caste Certificate; Income Certificate,All India,0.251
4088,Higher Education Scholarship 4088,Central Govt,15,23,500000.0,SC,School,38595,2026-04-09,https://scholarships.gov.in/scheme/4088,Income Certificate; Caste Certificate,Tamil Nadu,0.204
4089,Higher Education Scholarship 4089,Private Trust,15,23,100000.0,OBC,UG,23702,2026-05-06,https://scholarships.gov.in/scheme/4089,Income Certificate; Aadhaar; Marksheet,Delhi,0.106
4090,Education Support Scholarship 4090,State Govt,11,16,250000.0,ST,School,65526,2026-09-06,https://scholarships.gov.in/scheme/4090,Marksheet; Aadhaar,Tamil Nadu,0.265
4091,Rural Development Scholarship 4091,NGO,12,23,100000.0,SC,UG,73629,2026-06-30,https://scholarships.gov.in/scheme/4091,Aadhaar; Income Certificate; Marksheet,Maharashtra,0.299
4092,Higher Education Scholarship 4092,Private Trust,15,31,800000.0,ST,School,59430,2026-04-22,https://scholarships.gov.in/scheme/4092,Marksheet; Income Certificate; Aadhaar; Caste Certificate,All India,0.257
4093,Pre Matric Scholarship 4093,State Govt,14,28,500000.0,SC,School,36140,2026-09-01,https://scholarships.gov.in/scheme/4093,Bank Details; Aadhaar; Income Certificate,Karnataka,0.147
4094,Women Empowerment Scholarship 4094,Private Trust,10,16,800000.0,OBC,PG,29131,2026-06-26,https://scholarships.gov.in/scheme/4094,Income Certificate; Marksheet,Maharashtra,0.121
4095,Minority Scholarship 4095,Central Govt,13,21,250000.0,General,PG,28347,2026-05-18,https://scholarships.gov.in/scheme/4095,Caste Certificate; Marksheet,All India,0.122
4096,Talent Scholarship 4096,Private Trust,12,32,250000.0,All,School,46681,2026-04-28,https://scholarships.gov.in/scheme/4096,Bank Details; Aadhaar; Caste Certificate; Income Certificate,Karnataka,0.202
4097,Minority Scholarship 4097,Private Trust,17,22,350000.0,General,School,72311,2026-06-02,https://scholarships.gov.in/scheme/4097,Marksheet; Income Certificate; Caste Certificate,Karnataka,0.296
4098,Excellence Scholarship 4098,NGO,12,34,350000.0,ST,School,89557,2026-07-18,https://scholarships.gov.in/scheme/4098,Caste Certificate; Aadhaar,All India,0.362
4099,Talent Scholarship 4099,State Govt,11,18,800000.0,SC,School,65026,2026-07-29,https://scholarships.gov.in/scheme/4099,Income Certificate; Aadhaar,All India,0.263
4100,Pre Matric Scholarship 4100,State Govt,16,23,800000.0,ST,School,5000,2026-07-16,https://scholarships.gov.in/scheme/4100,Bank Details; Income Certificate; Marksheet,Delhi,0.024
4101,Minority Scholarship 4101,NGO,11,17,800000.0,OBC,PG,5000,2026-07-23,https://scholarships.gov.in/scheme/4101,Caste Certificate; Marksheet; Aadhaar,Karnataka,0.024
4102,Higher Education Scholarship 4102,State Govt,17,33,250000.0,ST,UG,43880,2026-09-24,https://scholarships.gov.in/scheme/4102,Aadhaar; Marksheet; Income Certificate; Caste Certificate,Delhi,0.178
4103,Merit Scholarship 4103,Central Govt,14,20,350000.0,OBC,School,93919,2026-08-01,https://scholarships.gov.in/scheme/4103,Bank Details; Aadhaar,Tamil Nadu,0.379
4104,Pre Matric Scholarship 4104,Central Govt,11,14,350000.0,OBC,UG,75024,2026-06-19,https://scholarships.gov.in/scheme/4104,Marksheet; Income Certificate; Caste Certificate; Aadhaar,All India,0.305
4105,Talent Scholarship 4105,State Govt,10,17,250000.0,All,PG,9552,2026-09-17,https://scholarships.gov.in/scheme/4105,Income Certificate; Bank Details,All India,0.041
4106,Higher Education Scholarship 4106,Central Govt,17,19,250000.0,General,UG,22020,2026-08-15,https://scholarships.gov.in/scheme/4106,Aadhaar; Bank Details; Caste Certificate,Delhi,0.091
4107,Post Matric Scholarship 4107,State Govt,10,22,250000.0,ST,UG,77671,2026-07-28,https://scholarships.gov.in/scheme/4107,Marksheet; Income Certificate,Tamil Nadu,0.314
4108,Minority Scholarship 4108,Private Trust,13,21,100000.0,SC,UG,75352,2026-09-03,https://scholarships.gov.in/scheme/4108,Marksheet; Bank Details,All India,0.304
4109,Rural Development Scholarship 4109,Private Trust,13,17,800000.0,SC,UG,29221,2026-06-02,https://scholarships.gov.in/scheme/4109,Income Certificate; Marksheet,Tamil Nadu,0.123
4110,Talent Scholarship 4110,State Govt,10,34,250000.0,OBC,UG,32278,2026-09-19,https://scholarships.gov.in/scheme/4110,Caste Certificate; Income Certificate; Aadhaar,Tamil Nadu,0.131
4111,Women Empowerment Scholarship 4111,State Govt,12,30,250000.0,OBC,School,105746,2026-06-29,https://scholarships.gov.in/scheme/4111,Income Certificate; Marksheet; Aadhaar,Karnataka,0.427
4112,Post Matric Scholarship 4112,NGO,12,31,500000.0,SC,PG,42428,2026-07-29,https://scholarships.gov.in/scheme/4112,Caste Certificate; Aadhaar; Marksheet,Delhi,0.173
4113,Merit Scholarship 4113,State Govt,10,15,500000.0,All,PG,77811,2026-09-23,https://scholarships.gov.in/scheme/4113,Income Certificate; Aadhaar; Caste Certificate,Tamil Nadu,0.314
4114,Rural Development Scholarship 4114,Private Trust,15,25,250000.0,OBC,UG,23148,2026-09-14,https://scholarships.gov.in/scheme/4114,Bank Details; Caste Certificate; Income Certificate; Marksheet,Tamil Nadu,0.095
4115,Women Empowerment Scholarship 4115,Private Trust,10,12,500000.0,ST,PG,5000,2026-06-10,https://scholarships.gov.in/scheme/4115,Aadhaar; Caste Certificate,Karnataka,0.026
4116,Pre Matric Scholarship 4116,NGO,17,26,500000.0,OBC,UG,64602,2026-06-09,https://scholarships.gov.in/scheme/4116,Income Certificate; Marksheet; Bank Details; Aadhaar,Tamil Nadu,0.264
4117,Pre Matric Scholarship 4117,State Govt,17,26,250000.0,General,UG,16579,2026-06-25,https://scholarships.gov.in/scheme/4117,Aadhaar; Marksheet; Bank Details; Caste Certificate,Maharashtra,0.071
4118,Rural Development Scholarship 4118,Central Govt,11,25,500000.0,SC,School,77323,2026-05-27,https://scholarships.gov.in/scheme/4118,Bank Details; Aadhaar,Maharashtra,0.316
4119,Merit Scholarship 4119,Central Govt,11,13,350000.0,OBC,School,44065,2026-09-09,https://scholarships.gov.in/scheme/4119,Income Certificate; Aadhaar; Caste Certificate; Bank Details,All India,0.179
4120,Excellence Scholarship 4120,State Govt,10,23,800000.0,SC,UG,33317,2026-09-04,https://scholarships.gov.in/scheme/4120,Aadhaar; Caste Certificate; Bank Details,Tamil Nadu,0.136
4121,Minority Scholarship 4121,State Govt,13,34,350000.0,General,School,5000,2026-07-16,https://scholarships.gov.in/scheme/4121,Caste Certificate; Aadhaar; Income Certificate; Marksheet,Delhi,0.024
4122,Higher Education Scholarship 4122,Private Trust,13,31,100000.0,ST,School,21183,2026-05-05,https://scholarships.gov.in/scheme/4122,Income Certificate; Bank Details,Karnataka,0.096
4123,Rural Development Scholarship 4123,State Govt,16,31,350000.0,General,School,35595,2026-06-24,https://scholarships.gov.in/scheme/4123,Bank Details; Caste Certificate; Income Certificate,Karnataka,0.147
4124,Pre Matric Scholarship 4124,NGO,12,33,250000.0,OBC,UG,56090,2026-09-13,https://scholarships.gov.in/scheme/4124,Income Certificate; Caste Certificate,Maharashtra,0.227
4125,Talent Scholarship 4125,NGO,13,22,350000.0,SC,UG,56404,2026-06-05,https://scholarships.gov.in/scheme/4125,Aadhaar; Bank Details; Marksheet,Tamil Nadu,0.232
4126,Women Empowerment Scholarship 4126,Central Govt,14,16,500000.0,SC,PG,35521,2026-04-16,https://scholarships.gov.in/scheme/4126,Income Certificate; Aadhaar,Delhi,0.169
4127,Merit Scholarship 4127,NGO,10,16,800000.0,OBC,PG,27748,2026-09-05,https://scholarships.gov.in/scheme/4127,Income Certificate; Caste Certificate; Aadhaar,Maharashtra,0.114
4128,Education Support Scholarship 4128,Private Trust,14,25,500000.0,ST,PG,5000,2026-06-10,https://scholarships.gov.in/scheme/4128,Marksheet; Caste Certificate; Income Certificate; Aadhaar,Maharashtra,0.026
4129,Education Support Scholarship 4129,NGO,13,25,350000.0,General,PG,15037,2026-04-11,https://scholarships.gov.in/scheme/4129,Caste Certificate; Income Certificate,Delhi,0.1
4130,Talent Scholarship 4130,Private Trust,14,19,800000.0,ST,UG,7450,2026-05-30,https://scholarships.gov.in/scheme/4130,Bank Details; Marksheet; Caste Certificate,Delhi,0.037
4131,Education Support Scholarship 4131,Central Govt,17,24,350000.0,All,UG,5000,2026-05-22,https://scholarships.gov.in/scheme/4131,Income Certificate; Bank Details; Aadhaar; Caste Certificate,Maharashtra,0.028
4132,Post Matric Scholarship 4132,Central Govt,12,21,100000.0,OBC,PG,8796,2026-06-21,https://scholarships.gov.in/scheme/4132,Aadhaar; Caste Certificate; Income Certificate,Maharashtra,0.04
4133,Higher Education Scholarship 4133,Private Trust,15,33,250000.0,General,PG,31138,2026-04-18,https://scholarships.gov.in/scheme/4133,Aadhaar; Caste Certificate; Income Certificate,Maharashtra,0.148
4134,Post Matric Scholarship 4134,Private Trust,11,30,800000.0,All,PG,59967,2026-04-16,https://scholarships.gov.in/scheme/4134,Aadhaar; Marksheet,Delhi,0.267
4135,Women Empowerment Scholarship 4135,State Govt,10,29,250000.0,SC,School,52718,2026-05-02,https://scholarships.gov.in/scheme/4135,Caste Certificate; Bank Details,All India,0.224
4136,Pre Matric Scholarship 4136,State Govt,16,23,500000.0,SC,PG,37343,2026-07-03,https://scholarships.gov.in/scheme/4136,Income Certificate; Caste Certificate,Tamil Nadu,0.154
4137,Pre Matric Scholarship 4137,State Govt,13,32,500000.0,OBC,PG,75927,2026-06-01,https://scholarships.gov.in/scheme/4137,Marksheet; Bank Details,Tamil Nadu,0.31
4138,Minority Scholarship 4138,NGO,14,30,250000.0,All,PG,43864,2026-07-28,https://scholarships.gov.in/scheme/4138,Bank Details; Income Certificate,Karnataka,0.179
4139,Rural Development Scholarship 4139,Private Trust,14,28,350000.0,SC,School,70826,2026-09-22,https://scholarships.gov.in/scheme/4139,Aadhaar; Caste Certificate; Bank Details,Delhi,0.286
4140,Merit Scholarship 4140,State Govt,16,22,350000.0,ST,UG,5000,2026-07-30,https://scholarships.gov.in/scheme/4140,Bank Details; Marksheet; Income Certificate; Caste Certificate,Maharashtra,0.023
4141,Education Support Scholarship 4141,State Govt,13,24,500000.0,General,UG,54370,2026-08-03,https://scholarships.gov.in/scheme/4141,Bank Details; Aadhaar,Karnataka,0.221
4142,Talent Scholarship 4142,Private Trust,16,23,100000.0,All,UG,14393,2026-05-27,https://scholarships.gov.in/scheme/4142,Aadhaar; Income Certificate; Caste Certificate; Marksheet,Delhi,0.065
4143,Merit Scholarship 4143,State Govt,17,29,100000.0,ST,UG,33149,2026-04-20,https://scholarships.gov.in/scheme/4143,Caste Certificate; Bank Details,Tamil Nadu,0.154
4144,Merit Scholarship 4144,Central Govt,16,28,100000.0,General,School,42251,2026-04-22,https://scholarships.gov.in/scheme/4144,Aadhaar; Marksheet; Income Certificate,Delhi,0.207
4145,Post Matric Scholarship 4145,Private Trust,13,24,800000.0,All,PG,63580,2026-06-04,https://scholarships.gov.in/scheme/4145,Caste Certificate; Bank Details,Tamil Nadu,0.261
4146,Post Matric Scholarship 4146,NGO,12,21,800000.0,General,PG,5524,2026-04-10,https://scholarships.gov.in/scheme/4146,Income Certificate; Aadhaar; Marksheet,Karnataka,0.067
4147,Talent Scholarship 4147,Central Govt,13,28,350000.0,SC,PG,63101,2026-05-23,https://scholarships.gov.in/scheme/4147,Caste Certificate; Bank Details; Marksheet; Aadhaar,Karnataka,0.26
4148,Post Matric Scholarship 4148,State Govt,15,23,500000.0,General,School,116486,2026-07-08,https://scholarships.gov.in/scheme/4148,Marksheet; Aadhaar; Income Certificate,Karnataka,0.47
4149,Minority Scholarship 4149,Central Govt,17,24,250000.0,General,School,26121,2026-08-01,https://scholarships.gov.in/scheme/4149,Income Certificate; Aadhaar; Marksheet; Caste Certificate,Karnataka,0.108
4150,Higher Education Scholarship 4150,State Govt,12,28,350000.0,All,PG,53655,2026-08-17,https://scholarships.gov.in/scheme/4150,Caste Certificate; Bank Details; Aadhaar,All India,0.218
4151,Pre Matric Scholarship 4151,NGO,13,33,500000.0,SC,School,11557,2026-04-25,https://scholarships.gov.in/scheme/4151,Marksheet; Caste Certificate; Aadhaar,Tamil Nadu,0.063
4152,Women Empowerment Scholarship 4152,Private Trust,11,28,100000.0,OBC,School,72088,2026-07-05,https://scholarships.gov.in/scheme/4152,Income Certificate; Bank Details; Aadhaar,Delhi,0.293
4153,Pre Matric Scholarship 4153,Central Govt,15,20,250000.0,General,School,5000,2026-04-28,https://scholarships.gov.in/scheme/4153,Aadhaar; Income Certificate,Tamil Nadu,0.035
4154,Higher Education Scholarship 4154,NGO,17,25,800000.0,SC,UG,40744,2026-08-05,https://scholarships.gov.in/scheme/4154,Marksheet; Bank Details,Tamil Nadu,0.166
4155,Pre Matric Scholarship 4155,Central Govt,17,33,500000.0,General,UG,56898,2026-06-11,https://scholarships.gov.in/scheme/4155,Bank Details; Income Certificate,Maharashtra,0.233
4156,Higher Education Scholarship 4156,State Govt,10,19,350000.0,SC,PG,43004,2026-04-19,https://scholarships.gov.in/scheme/4156,Bank Details; Marksheet; Aadhaar,Delhi,0.194
4157,Excellence Scholarship 4157,NGO,16,33,800000.0,All,School,72352,2026-04-25,https://scholarships.gov.in/scheme/4157,Income Certificate; Marksheet,Delhi,0.306
4158,Higher Education Scholarship 4158,NGO,15,29,350000.0,General,UG,10067,2026-04-09,https://scholarships.gov.in/scheme/4158,Bank Details; Aadhaar; Caste Certificate; Income Certificate,Tamil Nadu,0.09
4159,Talent Scholarship 4159,State Govt,13,25,250000.0,ST,School,5500,2026-09-19,https://scholarships.gov.in/scheme/4159,Marksheet; Income Certificate,Karnataka,0.022
4160,Pre Matric Scholarship 4160,Private Trust,15,20,250000.0,ST,PG,21527,2026-04-23,https://scholarships.gov.in/scheme/4160,Income Certificate; Caste Certificate; Bank Details; Aadhaar,Tamil Nadu,0.104
4161,Education Support Scholarship 4161,NGO,16,20,250000.0,ST,PG,5000,2026-08-19,https://scholarships.gov.in/scheme/4161,Income Certificate; Bank Details; Caste Certificate,Delhi,0.023
4162,Higher Education Scholarship 4162,Central Govt,10,24,250000.0,All,PG,61438,2026-05-30,https://scholarships.gov.in/scheme/4162,Bank Details; Caste Certificate,Tamil Nadu,0.253
4163,Post Matric Scholarship 4163,NGO,14,26,250000.0,ST,PG,20600,2026-06-03,https://scholarships.gov.in/scheme/4163,Marksheet; Bank Details,Delhi,0.089
4164,Pre Matric Scholarship 4164,Central Govt,15,28,250000.0,SC,UG,5000,2026-04-21,https://scholarships.gov.in/scheme/4164,Aadhaar; Income Certificate; Marksheet,Karnataka,0.04
4165,Education Support Scholarship 4165,NGO,15,32,350000.0,General,School,5000,2026-04-15,https://scholarships.gov.in/scheme/4165,Bank Details; Marksheet,All India,0.049
4166,Education Support Scholarship 4166,NGO,12,23,500000.0,OBC,UG,71098,2026-09-10,https://scholarships.gov.in/scheme/4166,Marksheet; Income Certificate; Bank Details; Aadhaar,All India,0.287
4167,Minority Scholarship 4167,Central Govt,16,32,100000.0,General,UG,87206,2026-08-07,https://scholarships.gov.in/scheme/4167,Marksheet; Aadhaar; Income Certificate,Delhi,0.352
4168,Talent Scholarship 4168,Private Trust,13,24,800000.0,SC,UG,30984,2026-07-03,https://scholarships.gov.in/scheme/4168,Caste Certificate; Aadhaar; Marksheet; Income Certificate,Tamil Nadu,0.128
4169,Talent Scholarship 4169,Private Trust,14,33,350000.0,General,PG,7958,2026-09-17,https://scholarships.gov.in/scheme/4169,Caste Certificate; Aadhaar; Marksheet; Bank Details,Maharashtra,0.034
4170,Higher Education Scholarship 4170,Private Trust,14,30,800000.0,SC,PG,29120,2026-05-26,https://scholarships.gov.in/scheme/4170,Income Certificate; Bank Details; Aadhaar,All India,0.124
4171,Talent Scholarship 4171,State Govt,17,26,500000.0,General,PG,80219,2026-09-02,https://scholarships.gov.in/scheme/4171,Aadhaar; Income Certificate; Caste Certificate,Tamil Nadu,0.323
4172,Talent Scholarship 4172,NGO,12,26,250000.0,General,School,44301,2026-08-22,https://scholarships.gov.in/scheme/4172,Bank Details; Caste Certificate; Income Certificate,Delhi,0.18
4173,Talent Scholarship 4173,Central Govt,12,28,500000.0,SC,School,111953,2026-04-08,https://scholarships.gov.in/scheme/4173,Caste Certificate; Income Certificate; Marksheet,Karnataka,0.505
4174,Higher Education Scholarship 4174,Private Trust,11,28,100000.0,ST,School,55932,2026-05-13,https://scholarships.gov.in/scheme/4174,Bank Details; Income Certificate,Maharashtra,0.233
